word,meaning,children,parent,related,images,reference
ด้นปล่อย,"ก. เย็บเป็นฝีเข็มขึ้นทีลงทีสลับกันไปเรื่อย ๆ, ด้น ก็เรียก.",,ด้น,,,
ดนโด่,(ปาก) ก. กระดกกระดนโด่.,,,,,
ดนตรี,"น. เสียงที่ประกอบกันเป็นทำนองเพลง, เครื่องบรรเลงซึ่งมีเสียงดังทำให้รู้สึกเพลิดเพลิน หรือเกิดอารมณ์รัก โศก หรือรื่นเริง เป็นต้น ได้ตามทำนองเพลง. (ส. ตนฺตฺรินฺ).",,,,,
"ดนยะ, ดนัย","[ดะนะยะ, ดนนะยะ, ดะไน]  (แบบ) น. ลูกชาย. (ป., ส. ตนย).",,,,,
"ดนยะ, ดนัย","[ดะนะยะ, ดนนะยะ, ดะไน]  (แบบ) น. ลูกชาย. (ป., ส. ตนย).",,,,,
ดนยา,"[ดะนะยา, ดนนะยา]  (แบบ) น. ลูกหญิง. (ป., ส. ตนย).",,,,,
"ดนุ, ดนู","(แบบ; กลอน) ส. ฉัน, ข้าพเจ้า, เช่น ดนุถามก็เจ้าไซร้ บมิตอบณคำถาม วนิดาพยายาม กะละเล่นสำนวนหวล ก็และเจ้ามิเต็มจิต จะสดับดนูชวน (มัทนะ), เปนสังวาลย์วรรเวจเขบจขบวน คือคำนวณในดนูดูงามกว่าชื่นแล (ม. คำหลวง ทศพร). (ป., ส. ตนุ ว่า ตัวตน; เล็กน้อย, เบาบาง).",ดนุช,,,,
"ดนุ, ดนู","(แบบ; กลอน) ส. ฉัน, ข้าพเจ้า, เช่น ดนุถามก็เจ้าไซร้ บมิตอบณคำถาม วนิดาพยายาม กะละเล่นสำนวนหวล ก็และเจ้ามิเต็มจิต จะสดับดนูชวน (มัทนะ), เปนสังวาลย์วรรเวจเขบจขบวน คือคำนวณในดนูดูงามกว่าชื่นแล (ม. คำหลวง ทศพร). (ป., ส. ตนุ ว่า ตัวตน; เล็กน้อย, เบาบาง).",ดนุช,,,,
ดนุช,"น. “ผู้บังเกิดแต่ตน”, ลูก, เช่น ใกล้หัตถ์ดลดนุช สองวิสุทธเพาพาล (ม. คำหลวง วนปเวสน์). (ป., ส.).",,"ดนุ, ดนู",,,
"ดบัสวิน, ดบัสวี","[ดะบัดสะ-]  (แบบ) น. ผู้ประพฤติความเพียร, ฤษี, เพศหญิงว่า ดบัสวินี, เขียนเป็น ดบัศวี ก็มี เช่น รอยมึงบยำชีหน้าหนวด นักบวชด้วยดบัศวี แต่ก่อนฤๅ (ม. คำหลวง  ชูชก). (ส. ตปสฺวินฺ; ป. ตปสฺสี).",,,,,
"ดบัสวิน, ดบัสวี","[ดะบัดสะ-]  (แบบ) น. ผู้ประพฤติความเพียร, ฤษี, เพศหญิงว่า ดบัสวินี, เขียนเป็น ดบัศวี ก็มี เช่น รอยมึงบยำชีหน้าหนวด นักบวชด้วยดบัศวี แต่ก่อนฤๅ (ม. คำหลวง  ชูชก). (ส. ตปสฺวินฺ; ป. ตปสฺสี).",,,,,
ดม,"ก. ใช้จมูกสูดกลิ่น, สูดเอากลิ่น, บางทีใช้เข้าคู่กับคำ ดอม เป็น ดมดอม หรือ ดอมดม.",,,,,
ดมไร,"น. ช้าง, โดยมากใช้ ดำไร หรือ ดำรี. (ข. ฎํรี).",,,,,
ดร ๑,"[ดอน]  (แบบ) น. พ่วง, แพ. (ส. ตร).",,,,,
ดร ๒,(โบ) น. ดอน.,,,,,
ดรงค์,"[ดะ-]  (แบบ) น. คลื่น, ระลอก. (ป., ส. ตรงฺค).",,,,,
ดรณี,"[ดะระนี, ดอระนี]  (แบบ) น. เรือ. (ป., ส. ตรณี ว่า สิ่งที่แล่นไป).",,,,,
ดรธาน,"[ดอระทาน] ก. หายไป, ลับไป, เช่น ความขำเขาซับซี่ในวัดที่ดรธานปล่ยวน้นน (ม. คำหลวง ชูชก). (ตัดมาจาก อันตรธาน).",,,,,
ดรรชนี ๑,"[ดัดชะนี] น. นิ้วชี้, นิ้วที่อยู่ระหว่างนิ้วหัวแม่มือกับนิ้วกลาง, ราชาศัพท์ว่า พระดรรชนี, ดัชนี ก็ใช้. (ส. ตรฺชนี; ป. ตชฺชนี).",,,,,
ดรรชนี ๒,(๑)  [ดัดชะนี]  (คณิต) น. จำนวนที่เขียนไว้บนมุมขวาของอีกจำนวนหนึ่งซึ่งเรียกว่า ฐาน เพื่อแสดงการยกกำลังของฐานนั้น เช่น ๓ ๒ ๒  เป็นดรรชนีของ ๓ (อ. index number). (๒) น. ตัวเลขอัตราส่วนซึ่งอาจเปลี่ยนแปลงได้ในระยะเวลาหนึ่ง เช่น ดรรชนีค่าครองชีพ (อ. index number). (๓) น. ดัชนี ก็ใช้. (อ. index number).,ดรรชนีหักเห,,,,
ดรรชนี ๓,"น. บัญชีคำเรียงตามลำดับอักษรที่พิมพ์ไว้ส่วนท้ายของหนังสือเล่ม รวบรวมคำสำคัญ ๆ ซึ่งมีกล่าวถึงในหนังสือเล่มนั้น โดยบอกเลขหน้าที่มีคำนั้น ๆ ปรากฏอยู่เพื่อสะดวกแก่การค้น, ดัชนี ก็ใช้.",,,,,
ดรรชนีหักเห,"(แสง) น. ดรรชนีหักเหระหว่างตัวกลางคู่หนึ่งที่แสงผ่าน คือ อัตราส่วนระหว่างไซน์ของมุมตกกระทบของแสงในตัวกลางหนึ่งต่อไซน์ของมุมหักเหของแสงในอีกตัวกลางหนึ่ง, ดัชนีหักเห ก็ใช้. (อ. refractive index).",,ดรรชนี ๒,,,
ดราฟต์ ๑,น. ตราสารซึ่งธนาคารเป็นผู้ออก สั่งธนาคารตัวแทนของตนให้จ่ายเงินจำนวนหนึ่งแก่ผู้รับตามที่ได้ระบุชื่อไว้หรือตามคำสั่งของผู้รับ. (อ. draft).,,,,,
ดราฟต์ ๒,"น. แบบร่าง. (อ. draft, draught).",,,,,
ดรุ,"[ดะรุ]  (แบบ) น. ต้นไม้. (ป., ส. ตรุ).",,,,,
ดรุณ,"(๑) น. เด็กรุ่น. (ป., ส. ตรุณ). (๒) ว. หนุ่ม, อ่อน, รุ่น. (ป., ส. ตรุณ).",ดรุณาณัติ,,,,
ดรุณาณัติ,(โบ) น. ตำแหน่งหัวหน้านักเรียน.,,ดรุณ,,,
